id_facture;numero;id_commande;id_client;date_facture;date_echeance;date_reglement;montant_ht;montant_ttc;statut_reglement;mode_reglement
FAC-002994;FAC-2024-002994;CMD-003118;CLI-01171;2024-01-31;2024-03-01;2024-03-09;17452.95;20943.54;payée;Carte
FAC-002995;FAC-2024-002995;CMD-003120;CLI-00329;2024-02-01;2024-03-02;2024-02-27;921.76;1106.11;payée;Prélèvement
FAC-002996;FAC-2024-002996;CMD-003121;CLI-00646;2024-02-14;2024-03-15;2024-02-29;4839.34;5807.21;payée;Virement
FAC-002997;FAC-2024-002997;CMD-003122;CLI-01628;2024-02-12;2024-03-13;2024-04-17;11270.29;13524.35;payée;Carte
FAC-002998;FAC-2024-002998;CMD-003123;CLI-00204;2024-02-10;2024-03-11;2024-03-05;7.59;9.11;payée;Carte
FAC-002999;FAC-2024-002999;CMD-003124;CLI-00969;2024-02-14;2024-03-15;;2918.6;3502.32;en retard;Chèque
FAC-003000;FAC-2024-003000;CMD-003125;CLI-01801;2024-02-01;2024-03-02;2024-02-29;2066.63;2479.96;payée;Chèque
FAC-003001;FAC-2024-003001;CMD-003126;CLI-01216;2024-02-02;2024-03-03;2024-05-04;1582.41;1898.89;payée;Chèque
FAC-003002;FAC-2024-003002;CMD-003127;CLI-00270;2024-02-03;2024-03-04;2024-02-13;3035.89;3643.07;payée;Carte
FAC-003003;FAC-2024-003003;CMD-003128;CLI-01143;2024-02-16;2024-03-17;2024-03-05;4516.85;5420.22;payée;Chèque
FAC-003004;FAC-2024-003004;CMD-003129;CLI-01553;2024-01-29;2024-02-28;2024-03-11;615.82;738.98;payée;Chèque
FAC-003005;FAC-2024-003005;CMD-003130;CLI-01160;2024-02-09;2024-03-10;2024-05-06;6907.12;8288.54;payée;Chèque
FAC-003006;FAC-2024-003006;CMD-003131;CLI-00440;2024-02-14;2024-03-15;2024-03-18;5598.29;6717.95;payée;Chèque
FAC-003007;FAC-2024-003007;CMD-003132;CLI-00097;2024-02-16;2024-03-17;2024-03-17;5651.28;6781.54;payée;Virement
FAC-003008;FAC-2024-003008;CMD-003133;CLI-01082;2024-01-27;2024-02-26;2024-03-12;37.56;45.07;payée;Chèque
FAC-003009;FAC-2024-003009;CMD-003134;CLI-02046;2024-02-13;2024-03-14;2024-03-10;2890.09;3468.11;payée;Chèque
FAC-003010;FAC-2024-003010;CMD-003135;CLI-00894;2024-02-05;2024-03-06;2024-02-28;302.79;363.35;payée;Virement
FAC-003011;FAC-2024-003011;CMD-003136;CLI-00854;2024-02-01;2024-03-02;;8125.53;9750.64;en retard;Carte
FAC-003012;FAC-2024-003012;CMD-003137;CLI-02337;2024-02-14;2024-03-15;2024-03-02;11517.02;13820.42;payée;Virement
FAC-003013;FAC-2024-003013;CMD-003138;CLI-01759;2024-02-16;2024-03-17;2024-03-01;693.13;831.76;payée;Prélèvement
FAC-003014;FAC-2024-003014;CMD-992213;CLI-00118;2024-02-05;2024-03-06;2024-05-11;1741.54;2089.85;payée;Virement
FAC-003015;FAC-2024-003015;CMD-003140;CLI-00114;2024-01-30;2024-02-29;2024-02-27;317.58;381.1;payée;Carte
FAC-003016;FAC-2024-003016;CMD-003141;CLI-02262;2024-01-30;2024-02-29;;1656.03;1987.24;en retard;Chèque
FAC-003017;FAC-2024-003017;CMD-003142;CLI-00446;2024-02-12;2024-03-13;2024-02-25;719.54;863.45;payée;Virement
FAC-003018;FAC-2024-003018;CMD-003144;CLI-01459;2024-01-30;2024-02-29;2024-02-27;1127.78;1353.34;payée;Carte
FAC-003019;FAC-2024-003019;CMD-003145;CLI-01637;2024-02-14;2024-03-15;;112.67;135.2;en retard;Carte
FAC-003020;FAC-2024-003020;CMD-003146;CLI-00974;2024-02-06;2024-03-07;2024-02-23;14828.37;17794.04;payée;Virement
FAC-003021;FAC-2024-003021;CMD-003147;CLI-01074;2024-01-31;2024-03-01;;133.98;160.78;en retard;Virement
FAC-003022;FAC-2024-003022;CMD-003148;CLI-01250;2024-02-13;2024-03-14;2024-03-03;5777.96;6933.55;payée;Chèque
FAC-003023;FAC-2024-003023;CMD-003149;CLI-01428;2024-02-08;2024-03-09;2024-02-25;1093.6;1312.32;payée;Virement
FAC-003024;FAC-2024-003024;CMD-003150;CLI-00549;2024-01-27;2024-02-26;2024-02-26;335.85;403.02;payée;Prélèvement
FAC-003025;FAC-2024-003025;CMD-003151;CLI-00241;2024-02-07;2024-03-08;2024-04-17;3499.25;4199.1;payée;Carte
FAC-003026;FAC-2024-003026;CMD-003152;CLI-02080;2024-01-31;2024-03-01;2024-05-11;2121.52;2545.82;payée;Virement
FAC-003027;FAC-2024-003027;CMD-003153;CLI-02463;2024-01-29;2024-02-28;;4417.99;5301.59;en retard;Chèque
FAC-003028;FAC-2024-003028;CMD-003154;CLI-01510;2024-02-01;2024-03-02;2024-02-23;4772.19;5726.63;payée;Prélèvement
FAC-003029;FAC-2024-003029;CMD-003155;CLI-00944;2024-02-01;2024-03-02;2024-03-04;1050;1260;payée;Prélèvement
FAC-003030;FAC-2024-003030;CMD-003156;CLI-00595;2024-01-29;2024-02-28;2024-02-27;13371.22;16045.46;payée;Carte
FAC-003031;FAC-2024-003031;CMD-003157;CLI-00763;2024-02-10;2024-03-11;2024-02-29;1042.92;1251.5;payée;Virement
FAC-003032;FAC-2024-003032;CMD-003158;CLI-00434;2024-02-12;2024-03-13;2024-02-23;3231.23;3877.48;payée;Virement
FAC-003033;FAC-2024-003033;CMD-003159;CLI-01775;2024-01-29;2024-02-28;2024-02-17;1490.46;1788.55;payée;Prélèvement
FAC-003034;FAC-2024-003034;CMD-003160;CLI-01870;2024-02-05;2024-03-06;2024-03-04;6542.25;7850.7;payée;Virement
FAC-003035;FAC-2024-003035;CMD-003161;CLI-00995;2024-02-02;2024-03-03;2024-03-01;2366.12;2839.34;payée;Prélèvement
FAC-003036;FAC-2024-003036;CMD-003162;CLI-00507;2024-02-17;2024-03-18;2024-04-15;106.26;127.51;payée;Prélèvement
FAC-003037;FAC-2024-003037;CMD-003163;CLI-01669;2024-02-10;2024-03-11;2024-03-05;3602.17;4322.6;payée;Prélèvement
FAC-003038;FAC-2024-003038;CMD-003164;CLI-00284;2024-02-10;2024-03-11;2024-02-27;221.36;265.63;payée;Prélèvement
FAC-003039;FAC-2024-003039;CMD-003165;CLI-00684;2024-01-28;2024-02-27;2024-03-07;298.63;358.36;payée;Carte
FAC-003040;FAC-2024-003040;CMD-003166;CLI-01122;2024-01-31;2024-03-01;2024-02-27;11.8;14.16;payée;Chèque
FAC-003041;FAC-2024-003041;CMD-003167;CLI-02088;2024-02-02;2024-03-03;2024-03-20;6489.32;7787.18;payée;Prélèvement
FAC-003042;FAC-2024-003042;CMD-003168;CLI-00743;2024-02-14;2024-03-15;2024-03-05;561.96;674.35;payée;Prélèvement
FAC-003043;FAC-2024-003043;CMD-003169;CLI-02058;2024-02-08;2024-03-09;2024-02-23;2236.31;2683.57;payée;Chèque
FAC-003044;FAC-2024-003044;CMD-003170;CLI-01468;2024-02-02;2024-03-03;;6046.14;7255.37;en retard;Prélèvement
FAC-003045;FAC-2024-003045;CMD-003171;CLI-00465;2024-02-13;2024-03-14;2024-02-27;4267.2;5120.64;payée;Chèque
FAC-003046;FAC-2024-003046;CMD-003172;CLI-01660;2024-02-14;2024-03-15;2024-03-07;265.09;318.11;payée;Prélèvement
FAC-003047;FAC-2024-003047;CMD-003173;CLI-02493;2024-02-05;2024-03-06;2024-02-20;10597.47;12716.96;payée;Virement
FAC-003048;FAC-2024-003048;CMD-003174;CLI-00137;2024-02-09;2024-03-10;2024-05-31;2198.1;2637.72;payée;Carte
FAC-003049;FAC-2024-003049;CMD-003175;CLI-00789;2024-02-09;2024-03-10;2024-03-06;6319.5;7583.4;payée;Virement
FAC-003050;FAC-2024-003050;CMD-003176;CLI-01195;2024-02-12;2024-03-13;;3663.35;4396.02;en retard;Chèque
FAC-003051;FAC-2024-003051;CMD-003177;CLI-00389;2024-02-04;2024-03-05;2024-02-27;484.33;581.2;payée;Chèque
FAC-003052;FAC-2024-003052;CMD-003179;CLI-00969;2024-02-06;2024-03-07;2024-02-29;4871.93;5846.32;payée;Carte
FAC-003053;FAC-2024-003053;CMD-003180;CLI-01966;2024-02-12;2024-03-13;2024-02-24;373.07;447.68;payée;Chèque
FAC-003054;FAC-2024-003054;CMD-003181;CLI-01625;2024-02-17;2024-03-18;2024-03-07;2868.01;3441.61;payée;Virement
FAC-003055;FAC-2024-003055;CMD-003182;CLI-00291;2024-02-15;2024-03-16;2024-05-04;8740.38;10488.46;payée;Carte
FAC-003056;FAC-2024-003056;CMD-003183;CLI-02066;2024-02-08;2024-03-09;2024-02-20;24.75;29.7;payée;Virement
FAC-003057;FAC-2024-003057;CMD-003184;CLI-02262;2024-02-05;2024-03-06;2024-02-18;855.48;1026.58;payée;Prélèvement
FAC-003058;FAC-2024-003058;CMD-994145;CLI-00971;2024-02-10;2024-03-11;2024-02-25;10489.9;12587.88;payée;Prélèvement
FAC-003059;FAC-2024-003059;CMD-003186;CLI-00887;2024-02-13;2024-03-14;2024-05-07;1754.07;2104.88;payée;Prélèvement
FAC-003060;FAC-2024-003060;CMD-003187;CLI-00045;2024-02-01;2024-03-02;2024-02-22;3670.27;4404.32;payée;Chèque
FAC-003061;FAC-2024-003061;CMD-003188;CLI-01016;2024-02-03;2024-03-04;2024-03-06;6033.47;7240.16;payée;Prélèvement
FAC-003062;FAC-2024-003062;CMD-003189;CLI-00764;2024-02-07;2024-03-08;2024-02-26;6337.24;7604.69;payée;Chèque
FAC-003063;FAC-2024-003063;CMD-003190;CLI-02103;2024-02-14;2024-03-15;2024-03-04;874.83;1049.8;payée;Virement
FAC-003064;FAC-2024-003064;CMD-003192;CLI-00165;2024-02-12;2024-03-13;2024-05-07;758.01;909.61;payée;Virement
FAC-003065;FAC-2024-003065;CMD-003193;CLI-02419;2024-02-01;2024-03-02;;242.7;291.24;en retard;Prélèvement
FAC-003066;FAC-2024-003066;CMD-003194;CLI-02249;2024-02-04;2024-03-05;2024-03-03;1488.25;1785.9;payée;Carte
FAC-003067;FAC-2024-003067;CMD-003195;CLI-02083;2024-02-17;2024-03-18;2024-04-11;557.36;668.83;payée;Chèque
FAC-003068;FAC-2024-003068;CMD-003196;CLI-00696;2024-01-31;2024-03-01;;1463.09;1755.71;en retard;Chèque
FAC-003069;FAC-2024-003069;CMD-003197;CLI-01017;2024-02-07;2024-03-08;2024-02-23;3596.76;4316.11;payée;Chèque
FAC-003070;FAC-2024-003070;CMD-003198;CLI-01605;2024-02-02;2024-03-03;2024-03-01;3670.7;4404.84;payée;Virement
FAC-003071;FAC-2024-003071;CMD-003199;CLI-01506;2024-01-30;2024-02-29;2024-03-06;120.76;144.91;payée;Prélèvement
FAC-003072;FAC-2024-003072;CMD-003200;CLI-00881;2024-02-05;2024-03-06;2024-03-02;11754.93;14105.92;payée;Chèque
FAC-003073;FAC-2024-003073;CMD-003201;CLI-02306;2024-02-05;2024-03-06;2024-03-01;85.65;102.78;payée;Prélèvement
FAC-003074;FAC-2024-003074;CMD-003202;CLI-00769;2024-02-01;2024-03-02;2024-02-28;386.4;463.68;payée;Prélèvement
FAC-003075;FAC-2024-003075;CMD-003203;CLI-01863;2024-02-05;2024-03-06;;205.8;246.96;en retard;Carte
FAC-003076;FAC-2024-003076;CMD-003204;CLI-01014;2024-02-10;2024-03-11;2024-03-03;163.44;196.13;payée;Chèque
FAC-003077;FAC-2024-003077;CMD-003205;CLI-00571;2024-01-30;2024-02-29;2024-02-22;188.01;225.61;payée;Prélèvement
FAC-003078;FAC-2024-003078;CMD-003206;CLI-00683;2024-02-10;2024-03-11;2024-03-01;381.66;457.99;payée;Chèque
FAC-003079;FAC-2024-003079;CMD-003207;CLI-00405;2024-02-12;2024-03-13;2024-03-04;8133.72;9760.46;payée;Virement
FAC-003080;FAC-2024-003080;CMD-003208;CLI-01173;2024-02-18;2024-03-19;2024-03-11;149.12;178.94;payée;Prélèvement
FAC-003081;FAC-2024-003081;CMD-003209;CLI-01419;2024-02-12;2024-03-13;;485.12;582.14;en retard;Virement
FAC-003082;FAC-2024-003082;CMD-003210;CLI-00572;2024-02-16;2024-03-17;2024-03-07;3817.26;4580.71;payée;Carte
FAC-003083;FAC-2024-003083;CMD-003211;CLI-02191;2024-02-16;2024-03-17;2024-03-08;131.74;158.09;payée;Carte
FAC-003084;FAC-2024-003084;CMD-003212;CLI-00534;2024-02-12;2024-03-13;2024-02-27;2214.3;2657.16;payée;Prélèvement
FAC-003085;FAC-2024-003085;CMD-003213;CLI-00899;2024-02-04;2024-03-05;2024-03-09;58.81;70.57;payée;Virement
FAC-003086;FAC-2024-003086;CMD-003214;CLI-02006;2024-02-06;2024-03-07;2024-02-22;1223.6;1468.32;payée;Virement
FAC-003087;FAC-2024-003087;CMD-003215;CLI-02437;2024-02-09;2024-03-10;2024-03-07;4621.35;5545.62;payée;Carte
FAC-003088;FAC-2024-003088;CMD-003216;CLI-01953;2024-02-07;2024-03-08;2024-02-21;4768.7;5722.44;payée;Virement
FAC-003089;FAC-2024-003089;CMD-003217;CLI-02204;2024-02-03;2024-03-04;2024-02-24;722.52;867.02;payée;Chèque
FAC-003090;FAC-2024-003090;CMD-003218;CLI-01723;2024-02-16;2024-03-17;2024-03-11;502.24;602.69;payée;Chèque
FAC-003091;FAC-2024-003091;CMD-003219;CLI-00577;2024-02-02;2024-03-03;2024-02-22;1110.78;1332.94;payée;Chèque
FAC-003092;FAC-2024-003092;CMD-003220;CLI-00332;2024-02-07;2024-03-08;2024-04-04;225.72;270.86;payée;Carte
FAC-003093;FAC-2024-003093;CMD-003221;CLI-00143;2024-02-03;2024-03-04;2024-04-23;2777.84;3333.41;payée;Carte
FAC-003094;FAC-2024-003094;CMD-003222;CLI-00342;2024-02-13;2024-03-14;;2527.27;3032.72;en retard;Chèque
FAC-003095;FAC-2024-003095;CMD-003223;CLI-02263;2024-02-19;2024-03-20;2024-03-14;480.89;577.07;payée;Prélèvement
FAC-003096;FAC-2024-003096;CMD-003224;CLI-02472;2024-02-05;2024-03-06;2024-02-28;10035.31;12042.37;payée;Virement
FAC-003097;FAC-2024-003097;CMD-003225;CLI-01762;2024-02-03;2024-03-04;2024-03-01;12679.66;15215.59;payée;Prélèvement
FAC-003098;FAC-2024-003098;CMD-003226;CLI-00114;2024-02-11;2024-03-12;2024-05-01;24.86;29.83;payée;Virement
FAC-003099;FAC-2024-003099;CMD-003227;CLI-02136;2024-02-20;2024-03-21;2024-03-15;1554.78;1865.74;payée;Carte
FAC-003100;FAC-2024-003100;CMD-003228;CLI-00226;2024-02-17;2024-03-18;2024-03-04;22381.49;26857.79;payée;Carte
FAC-003101;FAC-2024-003101;CMD-003229;CLI-01874;2024-02-11;2024-03-12;2024-02-22;1172.24;1406.69;payée;Virement
FAC-003102;FAC-2024-003102;CMD-003230;CLI-01835;2024-02-11;2024-03-12;2024-03-12;1036.31;1243.57;payée;Carte
FAC-003103;FAC-2024-003103;CMD-003231;CLI-02017;2024-01-31;2024-03-01;2024-02-13;291.82;350.18;payée;Chèque
FAC-003104;FAC-2024-003104;CMD-003232;CLI-01566;2024-02-10;2024-03-11;2024-02-21;11866.64;14239.97;payée;Virement
FAC-003105;FAC-2024-003105;CMD-003233;CLI-01999;2024-02-14;2024-03-15;2024-03-08;14250.76;17100.91;payée;Prélèvement
FAC-003106;FAC-2024-003106;CMD-003234;CLI-01092;2024-02-03;2024-03-04;2024-03-08;1289.28;1547.14;payée;Chèque
FAC-003107;FAC-2024-003107;CMD-003235;CLI-00369;2024-02-02;2024-03-03;2024-02-20;5663.28;6795.94;payée;Chèque
FAC-003108;FAC-2024-003108;CMD-003236;CLI-01379;2024-02-07;2024-03-08;2024-05-21;7866.88;9440.26;payée;Chèque
FAC-003109;FAC-2024-003109;CMD-003237;CLI-01980;2024-02-06;2024-03-07;2024-03-04;33.18;39.82;payée;Chèque
FAC-003110;FAC-2024-003110;CMD-003238;CLI-01646;2024-02-11;2024-03-12;2024-03-12;372.42;446.9;payée;Chèque
FAC-003111;FAC-2024-003111;CMD-003239;CLI-00952;2024-02-07;2024-03-08;2024-03-17;368.63;442.36;payée;Prélèvement
FAC-003112;FAC-2024-003112;CMD-003241;CLI-01777;2024-02-09;2024-03-10;;101.24;121.49;en retard;Chèque
FAC-003113;FAC-2024-003113;CMD-003242;CLI-01023;2024-02-10;2024-03-11;2024-02-27;19871.37;23845.64;payée;Virement
FAC-003114;FAC-2024-003114;CMD-003243;CLI-01719;2024-02-15;2024-03-16;;17527.32;21032.78;en retard;Chèque
FAC-003115;FAC-2024-003115;CMD-003244;CLI-01680;2024-02-08;2024-03-09;2024-03-03;112.67;135.2;payée;Prélèvement
FAC-003116;FAC-2024-003116;CMD-003245;CLI-01653;2024-02-16;2024-03-17;2024-03-17;464.12;556.94;payée;Prélèvement
FAC-003117;FAC-2024-003117;CMD-003246;CLI-01416;2024-02-06;2024-03-07;2024-04-24;8075.47;9690.56;payée;Chèque
FAC-003118;FAC-2024-003118;CMD-003247;CLI-01008;2024-02-04;2024-03-05;2024-02-20;154.76;185.71;payée;Virement
FAC-003119;FAC-2024-003119;CMD-003248;CLI-00018;2024-02-09;2024-03-10;2024-03-19;3316.18;3979.42;payée;Prélèvement
FAC-003120;FAC-2024-003120;CMD-003249;CLI-00636;2024-02-06;2024-03-07;2024-03-05;8311.62;9973.94;payée;Prélèvement
FAC-003121;FAC-2024-003121;CMD-003250;CLI-00081;2024-02-07;2024-03-08;2024-05-18;18473.94;22168.73;payée;Chèque
FAC-003122;FAC-2024-003122;CMD-003251;CLI-02069;2024-02-05;2024-03-06;2024-03-01;35.33;42.4;payée;Carte
FAC-003123;FAC-2024-003123;CMD-003252;CLI-01570;2024-02-07;2024-03-08;;342.04;410.45;en retard;Carte
FAC-003124;FAC-2024-003124;CMD-003253;CLI-02491;2024-02-15;2024-03-16;2024-03-05;157.38;188.86;payée;Virement
FAC-003125;FAC-2024-003125;CMD-003254;CLI-01794;2024-02-21;2024-03-22;2024-03-22;8217.26;9860.71;payée;Prélèvement
FAC-003126;FAC-2024-003126;CMD-003255;CLI-00216;2024-02-03;2024-03-04;2024-02-24;96.96;116.35;payée;Virement
FAC-003127;FAC-2024-003127;CMD-003256;CLI-02447;2024-02-06;2024-03-07;2024-03-07;871.61;1045.93;payée;Virement
FAC-003128;FAC-2024-003128;CMD-003257;CLI-02268;2024-02-21;2024-03-22;2024-03-05;1600.63;1920.76;payée;Prélèvement
FAC-003129;FAC-2024-003129;CMD-003258;CLI-00700;2024-02-03;2024-03-04;;1138.07;1365.68;en retard;Virement
FAC-003130;FAC-2024-003130;CMD-003259;CLI-02027;2024-02-23;2024-03-24;2024-03-14;30.66;36.79;payée;Prélèvement
FAC-003131;FAC-2024-003131;CMD-003260;CLI-01004;2024-02-08;2024-03-09;2024-03-09;3818.48;4582.18;payée;Carte
FAC-003132;FAC-2024-003132;CMD-003261;CLI-00079;2024-02-19;2024-03-20;;7534.38;9041.26;en retard;Prélèvement
FAC-003133;FAC-2024-003133;CMD-003262;CLI-02065;2024-02-11;2024-03-12;2024-03-20;1412.68;1695.22;payée;Chèque
FAC-003134;FAC-2024-003134;CMD-003263;CLI-02344;2024-02-08;2024-03-09;2024-03-18;5847.52;7017.02;payée;Virement
FAC-003135;FAC-2024-003135;CMD-003264;CLI-01731;2024-02-12;2024-03-13;2024-04-20;10432.8;12519.36;payée;Prélèvement
FAC-003136;FAC-2024-003136;CMD-003265;CLI-01307;2024-02-21;2024-03-22;2024-03-15;4953.52;5944.22;payée;Prélèvement
FAC-003137;FAC-2024-003137;CMD-003266;CLI-00026;2024-02-12;2024-03-13;2024-02-28;14146.59;16975.91;payée;Prélèvement
FAC-003138;FAC-2024-003138;CMD-003267;CLI-00806;2024-02-18;2024-03-19;2024-03-14;23622.96;28347.55;payée;Carte
FAC-003139;FAC-2024-003139;CMD-003268;CLI-01528;2024-02-13;2024-03-14;2024-04-06;4897;5876.4;payée;Virement
FAC-003140;FAC-2024-003140;CMD-003269;CLI-00026;2024-02-06;2024-03-07;2024-03-06;36.87;44.24;payée;Chèque
FAC-003141;FAC-2024-003141;CMD-003270;CLI-00335;2024-02-13;2024-03-14;2024-03-13;210.34;252.41;payée;Virement
FAC-003142;FAC-2024-003142;CMD-003271;CLI-01294;2024-02-17;2024-03-18;2024-03-05;13022.02;15626.42;payée;Carte
FAC-003143;FAC-2024-003143;CMD-003272;CLI-00768;2024-02-03;2024-03-04;2024-03-04;3662.79;4395.35;payée;Chèque
FAC-003144;FAC-2024-003144;CMD-003273;CLI-00788;2024-02-10;2024-03-11;2024-04-09;210.34;252.41;payée;Virement
FAC-003145;FAC-2024-003145;CMD-003274;CLI-02265;2024-02-03;2024-03-04;;10100.82;12120.98;en retard;Prélèvement
FAC-003146;FAC-2024-003146;CMD-003275;CLI-00172;2024-02-05;2024-03-06;2024-02-16;334.24;401.09;payée;Prélèvement
FAC-003147;FAC-2024-003147;CMD-003276;CLI-01114;2024-02-11;2024-03-12;2024-02-24;5535.68;6642.82;payée;Prélèvement
FAC-003148;FAC-2024-003148;CMD-003278;CLI-00729;2024-02-11;2024-03-12;2024-02-22;350.16;420.19;payée;Virement
FAC-003149;FAC-2024-003149;CMD-003279;CLI-01472;2024-02-14;2024-03-15;2024-03-09;4024.54;4829.45;payée;Chèque
FAC-003150;FAC-2024-003150;CMD-003280;CLI-00903;2024-02-13;2024-03-14;2024-02-24;2496.48;2995.78;payée;Virement
FAC-003151;FAC-2024-003151;CMD-003281;CLI-01270;2024-02-05;2024-03-06;2024-02-19;4742.72;5691.26;payée;Prélèvement
FAC-003152;FAC-2024-003152;CMD-003282;CLI-01607;2024-02-11;2024-03-12;2024-05-29;89.98;107.98;payée;Chèque
FAC-003153;FAC-2024-003153;CMD-003283;CLI-02387;2024-02-07;2024-03-08;;26.82;32.18;en retard;Prélèvement
FAC-003154;FAC-2024-003154;CMD-003284;CLI-00009;2024-02-06;2024-03-07;2024-03-05;6913.4;8296.08;payée;Carte
FAC-003155;FAC-2024-003155;CMD-003285;CLI-00171;2024-02-23;2024-03-24;2024-03-08;7199.03;8638.84;payée;Carte
FAC-003156;FAC-2024-003156;CMD-003286;CLI-00985;2024-02-14;2024-03-15;2024-06-04;454.27;545.12;payée;Chèque
FAC-003157;FAC-2024-003157;CMD-003287;CLI-01654;2024-02-08;2024-03-09;2024-04-24;10047.43;12056.92;payée;Virement
FAC-003158;FAC-2024-003158;CMD-003288;CLI-01183;2024-02-20;2024-03-21;2024-03-20;3879.73;4655.68;payée;Virement
FAC-003159;FAC-2024-003159;CMD-003289;CLI-01794;2024-02-11;2024-03-12;2024-02-22;15052.74;18063.29;payée;Chèque
FAC-003160;FAC-2024-003160;CMD-003290;CLI-01060;2024-02-07;2024-03-08;2024-05-17;314.22;377.06;payée;Carte
FAC-003161;FAC-2024-003161;CMD-003291;CLI-01234;2024-02-06;2024-03-07;2024-02-26;8450.77;10140.92;payée;Virement
FAC-003162;FAC-2024-003162;CMD-003292;CLI-00464;2024-02-23;2024-03-24;2024-03-09;3233.21;3879.85;payée;Virement
FAC-003163;FAC-2024-003163;CMD-003293;CLI-00398;2024-02-20;2024-03-21;2024-03-02;1593.53;1912.24;payée;Virement
FAC-003164;FAC-2024-003164;CMD-003294;CLI-00528;2024-02-04;2024-03-05;2024-02-25;420.73;504.88;payée;Carte
FAC-003165;FAC-2024-003165;CMD-003295;CLI-02258;2024-02-04;2024-03-05;;20.25;24.3;en retard;Chèque
FAC-003166;FAC-2024-003166;CMD-003296;CLI-01215;2024-02-18;2024-03-19;;26122.61;31347.13;en retard;Carte
FAC-003167;FAC-2024-003167;CMD-003297;CLI-01777;2024-02-17;2024-03-18;2024-04-15;925.31;1110.37;payée;Carte
FAC-003168;FAC-2024-003168;CMD-003298;CLI-00868;2024-02-22;2024-03-23;2024-03-20;6383.75;7660.5;payée;Prélèvement
FAC-003169;FAC-2024-003169;CMD-003299;CLI-00904;2024-02-12;2024-03-13;2024-04-20;10153.5;12184.2;payée;Carte
FAC-003170;FAC-2024-003170;CMD-003300;CLI-02237;2024-02-18;2024-03-19;2024-03-11;124.3;149.16;payée;Virement
FAC-003171;FAC-2024-003171;CMD-003301;CLI-02118;2024-02-09;2024-03-10;;1263.77;1516.52;en retard;Virement
FAC-003172;FAC-2024-003172;CMD-003302;CLI-01208;2024-02-11;2024-03-12;2024-03-08;3031.32;3637.58;payée;Chèque
FAC-003173;FAC-2024-003173;CMD-003303;CLI-00211;2024-02-23;2024-03-24;2024-03-18;305.29;366.35;payée;Prélèvement
FAC-003174;FAC-2024-003174;CMD-003304;CLI-02017;2024-02-25;2024-03-26;2024-04-06;260.32;312.38;payée;Virement
FAC-003175;FAC-2024-003175;CMD-003305;CLI-00433;2024-02-21;2024-03-22;2024-03-25;240;288;payée;Chèque
FAC-003176;FAC-2024-003176;CMD-003306;CLI-01191;2024-02-09;2024-03-10;2024-04-08;407.96;489.55;payée;Chèque
FAC-003177;FAC-2024-003177;CMD-003307;CLI-01886;2024-02-23;2024-03-24;2024-03-13;1810.33;2172.4;payée;Prélèvement
FAC-003178;FAC-2024-003178;CMD-003308;CLI-00823;2024-02-07;2024-03-08;2024-05-03;9058.94;10870.73;payée;Prélèvement
FAC-003179;FAC-2024-003179;CMD-003309;CLI-02271;2024-02-08;2024-03-09;2024-03-15;15419.73;18503.68;payée;Virement
FAC-003180;FAC-2024-003180;CMD-003310;CLI-02266;2024-02-05;2024-03-06;2024-02-24;6532.02;7838.42;payée;Virement
FAC-003181;FAC-2024-003181;CMD-003311;CLI-02403;2024-02-20;2024-03-21;2024-03-19;1698.46;2038.15;payée;Virement
FAC-003182;FAC-2024-003182;CMD-003312;CLI-02035;2024-02-05;2024-03-06;2024-03-01;7187.61;8625.13;payée;Carte
FAC-003183;FAC-2024-003183;CMD-003314;CLI-00297;2024-02-17;2024-03-18;2024-03-16;1790.71;2148.85;payée;Carte
FAC-003184;FAC-2024-003184;CMD-003315;CLI-02267;2024-02-09;2024-03-10;2024-03-08;24.86;29.83;payée;Carte
FAC-003185;FAC-2024-003185;CMD-003316;CLI-00117;2024-02-08;2024-03-09;2024-03-06;373.8;448.56;payée;Virement
FAC-003186;FAC-2024-003186;CMD-003317;CLI-02341;2024-02-10;2024-03-11;2024-02-27;5960.71;7152.85;payée;Carte
FAC-003187;FAC-2024-003187;CMD-003318;CLI-00447;2024-02-17;2024-03-18;2024-03-12;2680.37;3216.44;payée;Prélèvement
FAC-003188;FAC-2024-003188;CMD-003319;CLI-02329;2024-02-13;2024-03-14;2024-02-27;3642.36;4370.83;payée;Chèque
FAC-003189;FAC-2024-003189;CMD-003320;CLI-01006;2024-02-21;2024-03-22;;31512.14;37814.57;en retard;Prélèvement
FAC-003190;FAC-2024-003190;CMD-003321;CLI-01404;2024-02-17;2024-03-18;2024-03-24;15672.77;18807.32;payée;Virement
FAC-003191;FAC-2024-003191;CMD-003322;CLI-01264;2024-02-26;2024-03-27;2024-04-13;593.72;712.46;payée;Chèque
FAC-003192;FAC-2024-003192;CMD-003323;CLI-01515;2024-02-09;2024-03-10;2024-02-19;2315.62;2778.74;payée;Virement
FAC-003193;FAC-2024-003193;CMD-003324;CLI-02395;2024-02-20;2024-03-21;2024-03-21;1328.6;1594.32;payée;Virement
FAC-003194;FAC-2024-003194;CMD-003325;CLI-01108;2024-02-14;2024-03-15;2024-03-07;4033.56;4840.27;payée;Carte
